"group","@id","rfds:label","rdfs:comment","rdfs:label.zh-cn","rdfs:comment.zh-cn"
"property","http://schema.org/availableChannel",,"A means of accessing the service (e.g. a phone bank, a web site, a location, etc.).",,
"property","http://schema.org/availableDeliveryMethod",,"The delivery method(s) available for this offer.","可用物流方式","可用物流方式"
"property","http://schema.org/availableFrom",,"When the item is available for pickup from the store, locker, etc.",,
"property","http://schema.org/availableLanguage",,"A language someone may use with the item. Please use one of the language codes from the <a href=""http://tools.ietf.org/html/bcp47"">IETF BCP 47 standard</a>. See also <a class=""localLink"" href=""http://schema.org/inLanguage"">inLanguage</a>",,
"property","http://schema.org/availableOnDevice",,"Device required to run the application. Used in cases where a specific make/model is required to run the application.",,
"property","http://schema.org/availableThrough",,"After this date, the item will no longer be available for pickup.",,
"property","http://schema.org/award",,"An award won by or for this item.","获奖","此人或该作品获得的奖金(奖项)"
"property","http://schema.org/awards",,"Awards won by or for this item.","获奖","该作品获得的奖金(奖项)"
"property","http://schema.org/awayTeam",,"The away team in a sports event.",,
"property","http://schema.org/baseSalary",,"The base salary of the job or of an employee in an EmployeeRole.","基薪","工作的基础薪资"
"property","http://schema.org/bed",,"The type of bed or beds included in the accommodation. For the single case of just one bed of a certain type, you use bed directly with a text.
      If you want to indicate the quantity of a certain kind of bed, use an instance of BedDetails. For more detailed information, use the amenityFeature property.",,
"property","http://schema.org/benefits",,"Description of benefits associated with the job.","收益","描述工作的收益"
"property","http://schema.org/bestRating",,"The highest value allowed in this rating system. If bestRating is omitted, 5 is assumed.","最高评分","在一个评分系统中允许的最高分, 如果没有设置bestRating, 默认 5分为最高分"
"property","http://schema.org/billingAddress",,"The billing address for the order.",,
"property","http://schema.org/billingIncrement",,"This property specifies the minimal quantity and rounding increment that will be the basis for the billing. The unit of measurement is specified by the unitCode property.","最小计价单位","最小计价单位"
"property","http://schema.org/billingPeriod",,"The time interval used to compute the invoice.",,
"property","http://schema.org/birthDate",,"Date of birth.","生日","出生的日期"
"property","http://schema.org/birthPlace",,"The place where the person was born.",,
"property","http://schema.org/bitrate",,"The bitrate of the media object.","比特率","媒体对象的比特率"
"property","http://schema.org/blogPost",,"A posting that is part of this blog.","博客帖","一个博客的博客帖"
"property","http://schema.org/blogPosts",,"The postings that are part of this blog.","博客帖","一个博客的博客帖"
"property","http://schema.org/boardingGroup",,"The airline-specific indicator of boarding order / preference.",,
"property","http://schema.org/boardingPolicy",,"The type of boarding policy used by the airline (e.g. zone-based or group-based).",,
"property","http://schema.org/bookEdition",,"The edition of the book.","发行版本","书的发行版本"
"property","http://schema.org/bookFormat",,"The format of the book.","装帧","图书的装帧"
"property","http://schema.org/bookingAgent",,"'bookingAgent' is an out-dated term indicating a 'broker' that serves as a booking agent.",,
"property","http://schema.org/bookingTime",,"The date and time the reservation was booked.",,
"property","http://schema.org/borrower",,"A sub property of participant. The person that borrows the object being lent.",,
"property","http://schema.org/box",,"A box is the area enclosed by the rectangle formed by two points. The first point is the lower corner, the second point is the upper corner. A box is expressed as two points separated by a space character.","矩形","矩形"
"property","http://schema.org/branchCode",,"A short textual code (also called ""store code"") that uniquely identifies a place of business. The code is typically assigned by the parentOrganization and used in structured URLs.</p>

<p>For example, in the URL http://www.starbucks.co.uk/store-locator/etc/detail/3047 the code ""3047"" is a branchCode for a particular branch.",,
"property","http://schema.org/branchOf",,"The larger organization that this local business is a branch of, if any. Not to be confused with (anatomical)<a class=""localLink"" href=""http://schema.org/branch"">branch</a>.","母公司","本地商业所属的母公司或总部"
"property","http://schema.org/brand",,"The brand(s) associated with a product or service, or the brand(s) maintained by an organization or business person.","品牌","一个产品的品牌，或一个机构或商人所拥有的品牌"
"property","http://schema.org/breadcrumb",,"A set of links that can help a user understand and navigate a website hierarchy.","面包屑导航","一系列用于帮助理解和导航一个站点的链接"
"property","http://schema.org/broadcastAffiliateOf",,"The media network(s) whose content is broadcast on this station.",,
"property","http://schema.org/broadcastChannelId",,"The unique address by which the BroadcastService can be identified in a provider lineup. In US, this is typically a number.",,
"property","http://schema.org/broadcastDisplayName",,"The name displayed in the channel guide. For many US affiliates, it is the network name.",,
"property","http://schema.org/broadcastOfEvent",,"The event being broadcast such as a sporting event or awards ceremony.",,
"property","http://schema.org/broadcastServiceTier",,"The type of service required to have access to the channel (e.g. Standard or Premium).",,
"property","http://schema.org/broadcastTimezone",,"The timezone in <a href=""http://en.wikipedia.org/wiki/ISO_8601"">ISO 8601 format</a> for which the service bases its broadcasts",,
"property","http://schema.org/broadcaster",,"The organization owning or operating the broadcast service.",,
"property","http://schema.org/broker",,"An entity that arranges for an exchange between a buyer and a seller.  In most cases a broker never acquires or releases ownership of a product or service involved in an exchange.  If it is not clear whether an entity is a broker, seller, or buyer, the latter two terms are preferred.",,
"property","http://schema.org/browserRequirements",,"Specifies browser requirements in human-readable text. For example, 'requires HTML5 support'.","浏览器需求","浏览器需求"
"property","http://schema.org/busName",,"The name of the bus (e.g. Bolt Express).",,
"property","http://schema.org/busNumber",,"The unique identifier for the bus.",,
"property","http://schema.org/businessFunction",,"The business function (e.g. sell, lease, repair, dispose) of the offer or component of a bundle (TypeAndQuantityNode). The default is http://purl.org/goodrelations/v1#Sell.","商业职能","商业职能，如销售，维修，储藏"
"property","http://schema.org/buyer",,"A sub property of participant. The participant/person/organization that bought the object.",,
"property","http://schema.org/byArtist",,"The artist that performed this album or recording.","表演艺术家","表演艺术家"
"property","http://schema.org/calories",,"The number of calories.","热量","热量成分含量，单位卡路里"
"property","http://schema.org/candidate",,"A sub property of object. The candidate subject of this action.",,
"property","http://schema.org/caption",,"The caption for this object.","标题","对象的标题"
"property","http://schema.org/carbohydrateContent",,"The number of grams of carbohydrates.","碳水化合物","碳水化合物含量"
"property","http://schema.org/cargoVolume",,"The available volume for cargo or luggage. For automobiles, this is usually the trunk volume.</p>

<p>Typical unit code(s): LTR for liters, FTQ for cubic foot/feet</p>

<p>Note: You can use <a class=""localLink"" href=""http://schema.org/minValue"">minValue</a> and <a class=""localLink"" href=""http://schema.org/maxValue"">maxValue</a> to indicate ranges.",,
"property","http://schema.org/carrier",,"'carrier' is an out-dated term indicating the 'provider' for parcel delivery and flights.",,
"property","http://schema.org/carrierRequirements",,"Specifies specific carrier(s) requirements for the application (e.g. an application may only work on a specific carrier network).","网络模式需求","某些应用只能工作在特定的网络模式下(GSM,WCDMA 等)"
"property","http://schema.org/catalog",,"A data catalog which contains this dataset.","目录","目录"
"property","http://schema.org/catalogNumber",,"The catalog number for the release.",,
"property","http://schema.org/category",,"A category for the item. Greater signs or slashes can be used to informally indicate a category hierarchy.","类别","类别"
"property","http://schema.org/character",,"Fictional person connected with a creative work.",,
"property","http://schema.org/characterAttribute",,"A piece of data that represents a particular aspect of a fictional character (skill, power, character points, advantage, disadvantage).",,
"property","http://schema.org/characterName",,"The name of a character played in some acting or performing role, i.e. in a PerformanceRole.",,
"property","http://schema.org/cheatCode",,"Cheat codes to the game.",,
"property","http://schema.org/checkinTime",,"The earliest someone may check into a lodging establishment.",,
"property","http://schema.org/checkoutTime",,"The latest someone may check out of a lodging establishment.",,
"property","http://schema.org/childMaxAge",,"Maximal age of the child.","最大儿童年龄","适合最大儿童年龄"
"property","http://schema.org/childMinAge",,"Minimal age of the child.","最小儿童年龄","适合的最小儿童年龄"
"property","http://schema.org/children",,"A child of the person.","孩子","此人的孩子"
"property","http://schema.org/cholesterolContent",,"The number of milligrams of cholesterol.","胆固醇","胆固醇"
"property","http://schema.org/circle",,"A circle is the circular region of a specified radius centered at a specified latitude and longitude. A circle is expressed as a pair followed by a radius in meters.","圆形","圆形"
"property","http://schema.org/citation",,"A citation or reference to another creative work, such as another publication, web page, scholarly article, etc.","引用","对另一作品(CreativeWork)的引用，比如 出版物，网页，或论文"
"property","http://schema.org/claimReviewed",,"A short summary of the specific claims reviewed in a ClaimReview.",,
"property","http://schema.org/clipNumber",,"Position of the clip within an ordered group of clips.",,
"property","http://schema.org/closes",,"The closing hour of the place or service on the given day(s) of the week.","关闭时间","地点或服务在工作日的具体关闭时间"
"property","http://schema.org/coach",,"A person that acts in a coaching role for a sports team.",,
"property","http://schema.org/codeRepository",,"Link to the repository where the un-compiled, human readable code and related code is located (SVN, github, CodePlex).","源码库","源码库链接，如SVN，github，codeplex"
"property","http://schema.org/codeSampleType",,"What type of code sample: full (compile ready) solution, code snippet, inline code, scripts, template.",,
"property","http://schema.org/colleague",,"A colleague of the person.","同事","此人的同事"
"property","http://schema.org/colleagues",,"A colleague of the person.","同事","此人的同事"
"property","http://schema.org/collection",,"A sub property of object. The collection target of the action.",,
"property","http://schema.org/color",,"The color of the product.","颜色","产品的颜色"
"property","http://schema.org/comment",,"Comments, typically from users.","评论","评论,通常来自用户"
"property","http://schema.org/commentCount",,"The number of comments this CreativeWork (e.g. Article, Question or Answer) has received. This is most applicable to works published in Web sites with commenting system; additional comments may exist elsewhere.",,
"property","http://schema.org/commentText",,"The text of the UserComment.","评论文本","用户评论的文本"
"property","http://schema.org/commentTime",,"The time at which the UserComment was made.","评论时间","用户评论的时间"
"property","http://schema.org/competitor",,"A competitor in a sports event.",,
"property","http://schema.org/composer",,"The person or organization who wrote a composition, or who is the composer of a work performed at some event.",,
"property","http://schema.org/confirmationNumber",,"A number that confirms the given order or payment has been received.",,
"property","http://schema.org/contactOption",,"An option available on this contact point (e.g. a toll-free number or support for hearing-impaired callers).",,
"property","http://schema.org/contactPoint",,"A contact point for a person or organization.","联络点","人或组织的联络点"
"property","http://schema.org/contactPoints",,"A contact point for a person or organization.","联络点","人或组织的联络点"
"property","http://schema.org/contactType",,"A person or organization can have different contact points, for different purposes. For example, a sales contact point, a PR contact point and so on. This property is used to specify the kind of contact point.","联络点类型","人或组织，可以有不同目的不同联络点，比如 销售联络点，公共关系联络点 等等"
"property","http://schema.org/containedIn",,"The basic containment relation between a place and one that contains it.","包含","地点和地点的基本包含关系"
"property","http://schema.org/containedInPlace",,"The basic containment relation between a place and one that contains it.",,
"property","http://schema.org/containsPlace",,"The basic containment relation between a place and another that it contains.",,
"property","http://schema.org/containsSeason",,"A season that is part of the media series.",,
"property","http://schema.org/contentLocation",,"The location depicted or described in the content. For example, the location in a photograph or painting.","内容位置","内容的位置，区域信息"
"property","http://schema.org/contentRating",,"Official rating of a piece of content&#x2014;for example,'MPAA PG-13'.","内容评级","内容的官方评级，比如'MPAA PG-13'。 "
"property","http://schema.org/contentSize",,"File size in (mega/kilo) bytes.","内容大小","内容文件的大小"
"property","http://schema.org/contentType",,"The supported content type(s) for an EntryPoint response.",,
"property","http://schema.org/contentUrl",,"Actual bytes of the media object, for example the image file or video file.","内容url","实际内容的链接，比如 图片链接 或 视频文件链接"
"property","http://schema.org/contributor",,"A secondary contributor to the CreativeWork or Event.","协助者","内容创作的协作者"
"property","http://schema.org/cookTime",,"The time it takes to actually cook the dish, in <a href=""http://en.wikipedia.org/wiki/ISO_8601"">ISO 8601 duration format</a>.","烹调时间","烹调持续的时间"
"property","http://schema.org/cookingMethod",,"The method of cooking, such as Frying, Steaming, ...","烹调方法","烹调的方法，比如 炸，蒸，煮..."
"property","http://schema.org/copyrightHolder",,"The party holding the legal copyright to the CreativeWork.","版权所有人","作品的版权所有人或组织"
"property","http://schema.org/copyrightYear",,"The year during which the claimed copyright for the CreativeWork was first asserted.","版权生效年","该作品版权生效的年份"
"property","http://schema.org/countriesNotSupported",,"Countries for which the application is not supported. You can also provide the two-letter ISO 3166-1 alpha-2 country code.","不支持的国家","该软件不支持的国家"
"property","http://schema.org/countriesSupported",,"Countries for which the application is supported. You can also provide the two-letter ISO 3166-1 alpha-2 country code.","支持的国家","该应用支持的国家"
"property","http://schema.org/countryOfOrigin",,"The country of the principal offices of the production company or individual responsible for the movie or program.",,
"property","http://schema.org/course",,"A sub property of location. The course where this action was taken.",,
"property","http://schema.org/courseCode",,"The identifier for the <a class=""localLink"" href=""http://schema.org/Course"">Course</a> used by the course <a class=""localLink"" href=""http://schema.org/provider"">provider</a> (e.g. CS101 or 6.001).",,
"property","http://schema.org/courseMode",,"The medium or means of delivery of the course instance or the mode of study, either as a text label (e.g. ""online"", ""onsite"" or ""blended""; ""synchronous"" or ""asynchronous""; ""full-time"" or ""part-time"") or as a URL reference to a term from a controlled vocabulary (e.g. https://ceds.ed.gov/element/001311#Asynchronous ).",,
"property","http://schema.org/coursePrerequisites",,"Requirements for taking the Course. May be completion of another <a class=""localLink"" href=""http://schema.org/Course"">Course</a> or a textual description like ""permission of instructor"". Requirements may be a pre-requisite competency, referenced using <a class=""localLink"" href=""http://schema.org/AlignmentObject"">AlignmentObject</a>.",,
"property","http://schema.org/coverageEndTime",,"The time when the live blog will stop covering the Event. Note that coverage may continue after the Event concludes.",,
"property","http://schema.org/coverageStartTime",,"The time when the live blog will begin covering the Event. Note that coverage may begin before the Event's start time. The LiveBlogPosting may also be created before coverage begins.",,
"property","http://schema.org/creator",,"The creator/author of this CreativeWork. This is the same as the Author property for CreativeWork.","作者","作品的作者，和 author 属性一样"
"property","http://schema.org/creditedTo",,"The group the release is credited to if different than the byArtist. For example, Red and Blue is credited to ""Stefani Germanotta Band"", but by Lady Gaga.",,
"property","http://schema.org/currenciesAccepted",,"The currency accepted (in <a href=""http://en.wikipedia.org/wiki/ISO_4217"">ISO 4217 currency format</a>).","接收货币","接受的货币"
"property","http://schema.org/currency",,"The currency in which the monetary amount is expressed (in 3-letter <a href=""http://en.wikipedia.org/wiki/ISO_4217"">ISO 4217</a> format).",,
"property","http://schema.org/customer",,"Party placing the order or paying the invoice.",,
"property","http://schema.org/dataFeedElement",,"An item within in a data feed. Data feeds may have many elements.",,
"property","http://schema.org/dataset",,"A dataset contained in this catalog.","数据集合","数据集合"
"property","http://schema.org/datasetTimeInterval",,"The range of temporal applicability of a dataset, e.g. for a 2011 census dataset, the year 2011 (in ISO 8601 time interval format).",,
"property","http://schema.org/dateCreated",,"The date on which the CreativeWork was created or the item was added to a DataFeed.","产出日期","该作品产出的日期"
"property","http://schema.org/dateDeleted",,"The datetime the item was removed from the DataFeed.",,
"property","http://schema.org/dateIssued",,"The date the ticket was issued.",,
"property","http://schema.org/dateModified",,"The date on which the CreativeWork was most recently modified or when the item's entry was modified within a DataFeed.","修改日期","作品最近修改的日期"
"property","http://schema.org/datePosted",,"Publication date for the job posting.","发布日期","招聘信息发布日期"
"property","http://schema.org/datePublished",,"Date of first broadcast/publication.","发布日期","作品发布（出版）的日期"
"property","http://schema.org/dateRead",,"The date/time at which the message has been read by the recipient if a single recipient exists.",,
"property","http://schema.org/dateReceived",,"The date/time the message was received if a single recipient exists.",,
"property","http://schema.org/dateSent",,"The date/time at which the message was sent.",,
"property","http://schema.org/dateVehicleFirstRegistered",,"The date of the first registration of the vehicle with the respective public authorities.",,
"property","http://schema.org/dateline",,"The location where the NewsArticle was produced.","发稿地点","新闻发稿的地点"
"property","http://schema.org/dayOfWeek",,"The day of the week for which these opening hours are valid.","周开放日","一周当中工作/开放的时间"
"property","http://schema.org/deathDate",,"Date of death.","死亡时间","死亡时间"
"property","http://schema.org/deathPlace",,"The place where the person died.",,
"property","http://schema.org/defaultValue",,"The default value of the input.  For properties that expect a literal, the default is a literal value, for properties that expect an object, it's an ID reference to one of the current values.",,
"property","http://schema.org/deliveryAddress",,"Destination address.",,
"property","http://schema.org/deliveryLeadTime",,"The typical delay between the receipt of the order and the goods either leaving the warehouse or being prepared for pickup, in case the delivery method is on site pickup.","物流时间","从发货到收货之间的物流时间"
"property","http://schema.org/deliveryMethod",,"A sub property of instrument. The method of delivery.",,
"property","http://schema.org/deliveryStatus",,"New entry added as the package passes through each leg of its journey (from shipment to final delivery).",,
"property","http://schema.org/department",,"A relationship between an organization and a department of that organization, also described as an organization (allowing different urls, logos, opening hours). For example: a store with a pharmacy, or a bakery with a cafe.",,
"property","http://schema.org/departureAirport",,"The airport where the flight originates.",,
"property","http://schema.org/departureBusStop",,"The stop or station from which the bus departs.",,
"property","http://schema.org/departureGate",,"Identifier of the flight's departure gate.",,
"property","http://schema.org/departurePlatform",,"The platform from which the train departs.",,
"property","http://schema.org/departureStation",,"The station from which the train departs.",,
"property","http://schema.org/departureTerminal",,"Identifier of the flight's departure terminal.",,
"property","http://schema.org/departureTime",,"The expected departure time.",,
"property","http://schema.org/dependencies",,"Prerequisites needed to fulfill steps in article.","依赖","理解该文章需要的预备知识"
"property","http://schema.org/depth",,"The depth of the item.","高","产品的高"
"property","http://schema.org/description",,"A description of the item.","描述","一个事物的简要描述，说明"
"property","http://schema.org/device",,"Device required to run the application. Used in cases where a specific make/model is required to run the application.","设备","运行应用软件需要的设备"
"property","http://schema.org/director",,"A director of e.g. tv, radio, movie, video gaming etc. content, or of an event. Directors can be associated with individual items or with a series, episode, clip.","导演","电影电视剧的导演"
"property","http://schema.org/directors",,"A director of e.g. tv, radio, movie, video games etc. content. Directors can be associated with individual items or with a series, episode, clip.",,
"property","http://schema.org/disambiguatingDescription",,"A sub property of description. A short description of the item used to disambiguate from other, similar items. Information from other properties (in particular, name) may be necessary for the description to be useful for disambiguation.",,
"property","http://schema.org/discount",,"Any discount applied (to an Order).",,
"property","http://schema.org/discountCode",,"Code used to redeem a discount.",,
"property","http://schema.org/discountCurrency",,"The currency (in 3-letter ISO 4217 format) of the discount.",,
"property","http://schema.org/discusses",,"Specifies the CreativeWork associated with the UserComment.","话题","用户评论讨论的作品"
"property","http://schema.org/discussionUrl",,"A link to the page containing the comments of the CreativeWork.","评论页链接","指向作品讨论，评论页面的链接"
"property","http://schema.org/dissolutionDate",,"The date that this organization was dissolved.",,
"property","http://schema.org/distance",,"The distance travelled, e.g. exercising or travelling.",,
"property","http://schema.org/distribution",,"A downloadable form of this dataset, at a specific location, in a specific format.","发布版","数据的可下载的发布版, 通常以某种格式在某个地址"
"property","http://schema.org/doorTime",,"The time admission will commence.",,
"property","http://schema.org/downloadUrl",,"If the file can be downloaded, URL to download the binary.","下载链接","下载链接"
"property","http://schema.org/downvoteCount",,"The number of downvotes this question, answer or comment has received from the community.",,
"property","http://schema.org/driveWheelConfiguration",,"The drive wheel configuration, i.e. which roadwheels will receive torque from the vehicle's engine via the drivetrain.",,
"property","http://schema.org/dropoffLocation",,"Where a rental car can be dropped off.",,
"property","http://schema.org/dropoffTime",,"When a rental car can be dropped off.",,
"property","http://schema.org/duns",,"The Dun &amp; Bradstreet DUNS number for identifying an organization or business person.",,
"property","http://schema.org/duration",,"The duration of the item (movie, audio recording, event, etc.) in <a href=""http://en.wikipedia.org/wiki/ISO_8601"">ISO 8601 date format</a>.","持续时长",
"property","http://schema.org/durationOfWarranty",,"The duration of the warranty promise. Common unitCode values are ANN for year, MON for months, or DAY for days.","质保期","质保期"
"property","http://schema.org/editor",,"Specifies the Person who edited the CreativeWork.","编辑","作品的编辑"
"property","http://schema.org/educationRequirements",,"Educational background needed for the position.","学历要求","工作职位的学历要求"
"property","http://schema.org/educationalAlignment",,"An alignment to an established educational framework.",,
"property","http://schema.org/educationalFramework",,"The framework to which the resource being described is aligned.",,
"property","http://schema.org/educationalRole",,"An educationalRole of an EducationalAudience.",,
"property","http://schema.org/educationalUse",,"The purpose of a work in the context of education; for example, 'assignment', 'group work'.",,
"property","http://schema.org/elevation",,"The elevation of a location (<a href=""https://en.wikipedia.org/wiki/World_Geodetic_System"">WGS 84</a>).","海拔","一个地点的海拔"
"property","http://schema.org/eligibleCustomerType",,"The type(s) of customers for which the given offer is valid.",,
"property","http://schema.org/eligibleDuration",,"The duration for which the given offer is valid.",,
"property","http://schema.org/eligibleQuantity",,"The interval and unit of measurement of ordering quantities for which the offer or price specification is valid. This allows e.g. specifying that a certain freight charge is valid only for a certain quantity.",,
"property","http://schema.org/eligibleRegion",,"The ISO 3166-1 (ISO 3166-1 alpha-2) or ISO 3166-2 code, the place, or the GeoShape for the geo-political region(s) for which the offer or delivery charge specification is valid.</p>

<p>See also <a class=""localLink"" href=""http://schema.org/ineligibleRegion"">ineligibleRegion</a>.",,
"property","http://schema.org/eligibleTransactionVolume",,"The transaction volume, in a monetary unit, for which the offer or price specification is valid, e.g. for indicating a minimal purchasing volume, to express free shipping above a certain order volume, or to limit the acceptance of credit cards to purchases to a certain minimal amount.",,
"property","http://schema.org/email",,"Email address.","email","电子邮件地址"
"property","http://schema.org/embedUrl",,"A URL pointing to a player for a specific video. In general, this is the information in the <code>src</code> element of an <code>embed</code> tag and should not be the same as the content of the <code>loc</code> tag.","嵌入url","嵌入url，该url导向播放器播放该视频"
"property","http://schema.org/employee",,"Someone working for this organization.","雇员","该组织的雇员"
"property","http://schema.org/employees",,"People working for this organization.","雇员","该组织的雇员"
"property","http://schema.org/employmentType",,"Type of employment (e.g. full-time, part-time, contract, temporary, seasonal, internship).","雇员类型","雇员类型(如 全职, 兼职，合同工，临时工，季侯工，实习等)"
"property","http://schema.org/encodesCreativeWork",,"The CreativeWork encoded by this media object.","编码作品","指该媒体对象编码的作品"
"property","http://schema.org/encoding",,"A media object that encodes this CreativeWork. This property is a synonym for associatedMedia.","媒体编码","指该作品以什么方式编码存在，比如 音频或视频"
"property","http://schema.org/encodingFormat",,"mp3, mpeg4, etc.","编码格式","作品的具体编码格式，如 mp3, mpeg4 等"
"property","http://schema.org/encodingType",,"The supported encoding type(s) for an EntryPoint request.",,
"property","http://schema.org/encodings",,"A media object that encodes this CreativeWork.","媒体编码","指该作品以什么方式编码存在，比如 音频或视频"
"property","http://schema.org/endDate",,"The end date and time of the item (in <a href=""http://en.wikipedia.org/wiki/ISO_8601"">ISO 8601 date format</a>).","结束时间","时间的结束时间"
"property","http://schema.org/endTime",,"The endTime of something. For a reserved event or service (e.g. FoodEstablishmentReservation), the time that it is expected to end. For actions that span a period of time, when the action was performed. e.g. John wrote a book from January to <em>December</em>.</p>

<p>Note that Event uses startDate/endDate instead of startTime/endTime, even when describing dates with times. This situation may be clarified in future revisions.",,
"property","http://schema.org/endorsee",,"A sub property of participant. The person/organization being supported.",,
"property","http://schema.org/entertainmentBusiness",,"A sub property of location. The entertainment business where the action occurred.",,
"property","http://schema.org/episode",,"An episode of a tv, radio or game media within a series or season.","电视剧集","电视剧中的一集"
"property","http://schema.org/episodeNumber",,"Position of the episode within an ordered group of episodes.","单集序号","单集序号"
"property","http://schema.org/episodes",,"An episode of a TV/radio series or season.","电视剧集","电视剧中的一集"
"property","http://schema.org/equal",,"This ordering relation for qualitative values indicates that the subject is equal to the object.","等于","等于"
"property","http://schema.org/error",,"For failed actions, more information on the cause of the failure.",,
"property","http://schema.org/estimatedFlightDuration",,"The estimated time the flight will take.",,
"property","http://schema.org/event",,"Upcoming or past event associated with this place, organization, or action.","事件","即将发生的或已经发生的跟该地点或组织有关的事件"
"property","http://schema.org/eventStatus",,"An eventStatus of an event represents its status; particularly useful when an event is cancelled or rescheduled.",,
"property","http://schema.org/events",,"Upcoming or past events associated with this place or organization.","事件","即将发生或已经发生的跟该地点或组织有关的事件"
"property","http://schema.org/exampleOfWork",,"A creative work that this work is an example/instance/realization/derivation of.",,
"property","http://schema.org/executableLibraryName",,"Library file name e.g., mscorlib.dll, system.web.dll.",,
"property","http://schema.org/exerciseCourse",,"A sub property of location. The course where this action was taken.",,
"property","http://schema.org/exifData",,"exif data for this object.","EXIF","图片对象的EXIF信息"
"property","http://schema.org/expectedArrivalFrom",,"The earliest date the package may arrive.",,
"property","http://schema.org/expectedArrivalUntil",,"The latest date the package may arrive.",,
"property","http://schema.org/expectsAcceptanceOf",,"An Offer which must be accepted before the user can perform the Action. For example, the user may need to buy a movie before being able to watch it.",,
"property","http://schema.org/experienceRequirements",,"Description of skills and experience needed for the position.","经历需求","工作职位的经历，经验需求"
"property","http://schema.org/expires",,"Date the content expires and is no longer useful or available. Useful for videos.","有效期","有效期"
"property","http://schema.org/familyName",,"Family name. In the U.S., the last name of an Person. This can be used along with givenName instead of the name property.","姓氏","一个人的姓氏"
"property","http://schema.org/fatContent",,"The number of grams of fat.","脂肪含量","脂肪的含量（克）"
"property","http://schema.org/faxNumber",,"The fax number.","传真号码","传真号码"
"property","http://schema.org/featureList",,"Features or modules provided by this application (and possibly required by other applications).","功能列表","该应用可以提供的功能特性列表"
"property","http://schema.org/feesAndCommissionsSpecification",,"Description of fees, commissions, and other terms applied either to a class of financial product, or by a financial service organization.",,
"property","http://schema.org/fiberContent",,"The number of grams of fiber.","纤维素含量/span>
      The number of grams of fiber.
      纤维素含量
      Domain: NutritionInformation
      Range: Mass
    ","The number of grams of fiber."
"property","http://schema.org/fileFormat",,"Media type, typically MIME format (see <a href=""http://www.iana.org/assignments/media-types/media-types.xhtml"">IANA site</a>) of the content e.g. application/zip of a SoftwareApplication binary. In cases where a CreativeWork has several media type representations, 'encoding' can be used to indicate each MediaObject alongside particular fileFormat information. Unregistered or niche file formats can be indicated instead via the most appropriate URL, e.g. defining Web page or a Wikipedia entry.","文件格式","二进制文件的MIME 格式(如 app包/zip)"
"property","http://schema.org/fileSize",,"Size of the application / package (e.g. 18MB). In the absence of a unit (MB, KB etc.), KB will be assumed.","文件大小","应用程序/程序包 的文件大小，如果没有说明单位(如 MB，KB 等), 默认为KB"
"property","http://schema.org/firstPerformance",,"The date and place the work was first performed.",,
"property","http://schema.org/flightDistance",,"The distance of the flight.",,
"property","http://schema.org/flightNumber",,"The unique identifier for a flight including the airline IATA code. For example, if describing United flight 110, where the IATA code for United is 'UA', the flightNumber is 'UA110'.",,
"property","http://schema.org/floorSize",,"The size of the accommodation, e.g. in square meter or squarefoot.
Typical unit code(s): MTK for square meter, FTK for square foot, or YDK for square yard",,
"property","http://schema.org/followee",,"A sub property of object. The person or organization being followed.",,
"property","http://schema.org/follows",,"The most generic uni-directional social relation.","关注","某人关注某人，在网络社交关系中的常见的单向关系"
"property","http://schema.org/foodEstablishment",,"A sub property of location. The specific food establishment where the action occurred.",,
"property","http://schema.org/foodEvent",,"A sub property of location. The specific food event where the action occurred.",,
"property","http://schema.org/founder",,"A person who founded this organization.","创始人","组织的创始人"
"property","http://schema.org/founders",,"A person who founded this organization.","创始人","组织的创始人"
"property","http://schema.org/foundingDate",,"The date that this organization was founded.","成立日期","组织或机构成立的日期"
"property","http://schema.org/foundingLocation",,"The place where the Organization was founded.",,
"property","http://schema.org/free",,"A flag to signal that the publication or event is accessible for free.",,
"property","http://schema.org/fromLocation",,"A sub property of location. The original location of the object or the agent before the action.",,
"property","http://schema.org/fuelConsumption",,"<p>The amount of fuel consumed for traveling a particular distance or temporal duration with the given vehicle (e.g. liters per 100 km).</p>

<ul>
<li>Note 1: There are unfortunately no standard unit codes for liters per 100 km.  Use <a class=""localLink"" href=""http://schema.org/unitText"">unitText</a> to indicate the unit of measurement, e.g. L/100 km.</li>
<li>Note 2: There are two ways of indicating the fuel consumption, <a class=""localLink"" href=""http://schema.org/fuelConsumption"">fuelConsumption</a> (e.g. 8 liters per 100 km) and <a class=""localLink"" href=""http://schema.org/fuelEfficiency"">fuelEfficiency</a> (e.g. 30 miles per gallon). They are reciprocal.</li>
<li>Note 3: Often, the absolute value is useful only when related to driving speed (""at 80 km/h"") or usage pattern (""city traffic""). You can use <a class=""localLink"" href=""http://schema.org/valueReference"">valueReference</a> to link the value for the fuel consumption to another value.</li>
</ul>
",,
